workerid,proliferate.condition,A_key,B_key,C1,C2,chosen_key,chosen_option,chosen_text,expected_key,expected_option,filler_type,group,item,item_feedback,item_list,list_assigned,raw_score,rt_ms,score_rel_expected,sentence,slide_number_in_experiment,slider_value,type,variant,catch_trials,list_assigned,subject_information.assess,subject_information.comments,subject_information.enjoyment,subject_information.experiment_about,subject_information.fairprice,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
259,list 4,C2,C1,Their backpacks were already packed by the door.,They gathered their things in the living room.,C1,B,Their backpacks were already packed by the door.,C1,B,clear,Filler,F19,,,4,1,93460,1,The children finished their homework early.,22,5,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C2,C1,He hadn’t had time to read it.,He was also reading it.,C1,B,He hadn’t had time to read it.,C1,B,,VP,19,,4,4,2,6758,2,It was printing the report that Gaurav was busy with.,23,6,critical,cleft,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C1,C2,There was a power outage in the area.,The shop sells clothing and shoes.,C1,A,There was a power outage in the area.,C1,A,clear,Filler,F05,,,4,-3,4135,3,The shop closed early that evening.,24,1,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C1,C2,She was the only one with internet access on her phone.,Aaron also made one.,C1,A,She was the only one with internet access on her phone.,C2,B,,Subject,5,,4,4,-2,4803,-2,Iva made the reservation at the restaurant.,25,2,critical,neutral,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C1,C2,A large group had made a reservation.,The restaurant has a long menu.,C1,A,A large group had made a reservation.,C1,A,clear,Filler,F08,,,4,-3,4033,3,The restaurant was fully booked.,26,1,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C2,C1,The hinges seemed fine to him.,He fixed the hinges as well.,C1,B,The hinges seemed fine to him.,C1,B,,Object,34,,4,4,2,7973,2,It was the door handle that Ryan fixed.,27,6,critical,cleft,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C2,C1,She settled in and looked out as the plane prepared for take-off.,The seat was next to the wing and close to the aisle.,C1,B,She settled in and looked out as the plane prepared for take-off.,C1,B,clear,Filler,F13,,,4,2,7825,2,Sophie chose the window seat.,28,6,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C1,C2,She wanted to ask the teacher a question.,The classroom has large windows.,C1,A,She wanted to ask the teacher a question.,C1,A,clear,Filler,F06,,,4,-3,3802,3,Mia stayed after class.,29,1,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C1,C2,The plates and cutlery went into the dishwasher.,He also cleaned the plates.,C1,A,The plates and cutlery went into the dishwasher.,C2,B,,Object,35,,4,4,-3,6467,-3,Harvey washed the glasses by hand.,30,1,critical,neutral,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C1,C2,The neighbour signed for it at the door.,It was later placed in the hallway by the entrance.,C2,B,It was later placed in the hallway by the entrance.,C1,A,clear,Filler,F20,,,4,2,9526,-2,The package was delivered to the neighbour.,31,6,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C2,C1,It had been shipped earlier than planned.,The delivery service operates every day.,C1,B,It had been shipped earlier than planned.,C1,B,clear,Filler,F10,,,4,3,4885,3,The package arrived in the morning.,32,7,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C1,C2,He now follows a different weekly schedule.,He now follows a mix of strength and cardio exercises.,C2,B,He now follows a mix of strength and cardio exercises.,C1,A,clear,Filler,F12,,,4,1,11233,-1,Daniel changed his workout routine.,33,5,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
259,list 4,C2,C1,There were technical issues with the sound system.,The band practices every week.,C1,B,There were technical issues with the sound system.,C1,B,clear,Filler,F04,,,4,3,3773,3,The concert started later than planned.,34,7,filler,,[],4,Yes,No.,1,Rating different sentences based on how natural they sound.,1,English,Chrome,Windows,1080,1920,10.688883333333331,
239,list 4,C2,C1,He carried it over his arm as he left the house.,It was a lightweight jacket he often carries in his bag.,C2,A,It was a lightweight jacket he often carries in his bag.,C1,B,clear,Filler,F14,,,4,-3,6832,-3,Max brought a jacket with him.,5,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,He now follows a different weekly schedule.,He now follows a mix of strength and cardio exercises.,C2,A,He now follows a mix of strength and cardio exercises.,C1,B,clear,Filler,F12,,,4,-3,8824,-3,Daniel changed his workout routine.,6,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,The new space has a larger dining area.,The interior features modern decor and bright lighting.,C1,B,The new space has a larger dining area.,C1,B,clear,Filler,F18,,,4,3,24152,3,The restaurant opened a new location.,7,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,The main topics had already been covered.,The lecturer has taught there for years.,C1,B,The main topics had already been covered.,C1,B,clear,Filler,F09,,,4,3,83194,3,The lecture ended earlier than expected.,8,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,Their backpacks were already packed by the door.,They gathered their things in the living room.,C2,B,They gathered their things in the living room.,C1,A,clear,Filler,F19,,,4,3,11568,-3,The children finished their homework early.,9,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,The hinges seemed fine to him.,He fixed the hinges as well.,C2,A,He fixed the hinges as well.,C1,B,,Object,34,,4,4,-3,5295,-3,It was the door handle that Ryan fixed.,10,1,critical,cleft,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,She was the only one with internet access on her phone.,Aaron also made one.,C1,B,She was the only one with internet access on her phone.,C2,A,,Subject,5,,4,4,3,9896,-3,Iva made the reservation at the restaurant.,11,7,critical,neutral,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,They wouldn't have been able to handle the spicy one.,He also cooked a pot of spicy curry for them.,C1,A,They wouldn't have been able to handle the spicy one.,C1,A,,Adjective,49,,4,4,-3,9840,3,It was a mild curry that Gaurav cooked for his friends.,12,1,critical,cleft,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,Passengers were already waiting on the platform.,Some people checked the departure board for updates.,C2,A,Some people checked the departure board for updates.,C1,B,clear,Filler,F16,,,4,-3,35704,-3,The train arrived later than expected.,13,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,She wanted to ask the teacher a question.,The classroom has large windows.,C1,B,She wanted to ask the teacher a question.,C1,B,clear,Filler,F06,,,4,3,4297,3,Mia stayed after class.,14,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,The plates and cutlery went into the dishwasher.,He also cleaned the plates.,C1,B,The plates and cutlery went into the dishwasher.,C2,A,,Object,35,,4,4,3,10343,-3,Harvey washed the glasses by hand.,15,7,critical,neutral,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,He really has the most beautiful handwriting of anyone.,Marie wrote a couple as well.,C1,A,He really has the most beautiful handwriting of anyone.,C1,A,,Subject,4,,4,4,-3,5104,3,It was Nick who wrote the thank-you cards.,16,1,critical,cleft,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,She didn't like the non-stick one.,She also got a non-stick one.,C1,B,She didn't like the non-stick one.,C2,A,,Adjective,50,,4,4,3,6872,-3,Marie ordered the stainless steel pan.,17,7,critical,neutral,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,There were technical issues with the sound system.,The band practices every week.,C1,A,There were technical issues with the sound system.,C1,A,clear,Filler,F04,,,4,-3,7113,3,The concert started later than planned.,18,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,The neighbour signed for it at the door.,It was later placed in the hallway by the entrance.,C1,A,The neighbour signed for it at the door.,C1,A,clear,Filler,F20,,,4,-3,8456,3,The package was delivered to the neighbour.,19,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,He didn't know about the delivery drop-off at the back of the building.,He dropped a few packages at the back-door as well.,C1,A,He didn't know about the delivery drop-off at the back of the building.,C1,A,,Adjunct,64,,4,4,-3,8544,3,It was at the front door that Sebastian dropped the packages.,20,1,critical,cleft,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,She spent some time comparing different models.,She spent some time browsing different brands and designs.,C1,B,She spent some time comparing different models.,C1,B,clear,Filler,F11,,,4,3,6784,3,Lena bought a new laptop last week.,21,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,He spent the evening in the kitchen preparing the meal.,He prepared a simple meal using vegetables and pasta.,C1,A,He spent the evening in the kitchen preparing the meal.,C1,A,clear,Filler,F15,,,4,-3,11952,3,Tom cooked dinner for everyone.,22,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,Someone had opened the back door.,The alarm system was recently installed.,C1,B,Someone had opened the back door.,C1,B,clear,Filler,F02,,,4,3,4096,3,The alarm went off unexpectedly.,23,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,The office counter was already closed.,She also handed in a copy at the office.,C1,A,The office counter was already closed.,C2,B,,Adjunct,65,,4,4,-3,4616,-3,Sarah submitted the form online.,24,1,critical,neutral,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,A large group had made a reservation.,The restaurant has a long menu.,C1,B,A large group had made a reservation.,C1,B,clear,Filler,F08,,,4,3,5488,3,The restaurant was fully booked.,25,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,It had been shipped earlier than planned.,The delivery service operates every day.,C1,A,It had been shipped earlier than planned.,C1,A,clear,Filler,F10,,,4,-3,4313,3,The package arrived in the morning.,26,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,He left the house later than usual.,The bus route passes through the city centre.,C1,A,He left the house later than usual.,C1,A,clear,Filler,F03,,,4,-3,5384,3,Alex missed the bus.,27,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,It was raining heavily outside.,The children like eating pasta.,C1,A,It was raining heavily outside.,C1,A,clear,Filler,F01,,,4,-3,3730,3,The children stayed inside all day.,28,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,There was a power outage in the area.,The shop sells clothing and shoes.,C1,B,There was a power outage in the area.,C1,B,clear,Filler,F05,,,4,3,13574,3,The shop closed early that evening.,29,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,He hadn’t had time to read it.,He was also reading it.,C1,A,He hadn’t had time to read it.,C1,A,,VP,19,,4,4,-3,8040,3,It was printing the report that Gaurav was busy with.,30,1,critical,cleft,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,Her friend was labelling them.,She also labelled them with colourful tags.,C2,A,She also labelled them with colourful tags.,C2,A,,VP,20,,4,4,-3,5231,3,Sarah was engaged in wrapping the gifts.,31,1,critical,neutral,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,He needed something to stay awake.,Coffee is served in many cafés.,C1,B,He needed something to stay awake.,C1,B,clear,Filler,F07,,,4,3,6712,3,Jonas ordered a coffee.,32,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C2,C1,She set up her laptop at the kitchen table.,She logged into her email shortly after starting her day.,C1,B,She set up her laptop at the kitchen table.,C1,B,clear,Filler,F17,,,4,3,8808,3,Laura decided to work from home.,33,7,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
239,list 4,C1,C2,She settled in and looked out as the plane prepared for take-off.,The seat was next to the wing and close to the aisle.,C1,A,She settled in and looked out as the plane prepared for take-off.,C1,A,clear,Filler,F13,,,4,-3,17016,3,Sophie chose the window seat.,34,1,filler,,[],4,Yes,,2,unsure,1,english,Chrome,Windows,1080,1920,6.319,
200,list 4,C1,C2,Someone had opened the back door.,The alarm system was recently installed.,C2,B,The alarm system was recently installed.,C1,A,clear,Filler,F02,,,4,2,4842,-2,The alarm went off unexpectedly.,5,6,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,She spent some time comparing different models.,She spent some time browsing different brands and designs.,C1,A,She spent some time comparing different models.,C1,A,clear,Filler,F11,,,4,-1,1559,1,Lena bought a new laptop last week.,6,3,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,The hinges seemed fine to him.,He fixed the hinges as well.,C1,B,The hinges seemed fine to him.,C1,B,,Object,34,,4,4,2,1637,2,It was the door handle that Ryan fixed.,7,6,critical,cleft,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,The new space has a larger dining area.,The interior features modern decor and bright lighting.,C1,B,The new space has a larger dining area.,C1,B,clear,Filler,F18,,,4,1,11656,1,The restaurant opened a new location.,8,5,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,The plates and cutlery went into the dishwasher.,He also cleaned the plates.,C2,A,He also cleaned the plates.,C2,A,,Object,35,,4,4,-2,2664,2,Harvey washed the glasses by hand.,9,2,critical,neutral,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,She wanted to ask the teacher a question.,The classroom has large windows.,C2,B,The classroom has large windows.,C1,A,clear,Filler,F06,,,4,1,1151,-1,Mia stayed after class.,10,5,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,Her friend was labelling them.,She also labelled them with colourful tags.,C1,B,Her friend was labelling them.,C2,A,,VP,20,,4,4,2,1168,-2,Sarah was engaged in wrapping the gifts.,11,6,critical,neutral,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,He hadn’t had time to read it.,He was also reading it.,C2,A,He was also reading it.,C1,B,,VP,19,,4,4,-1,1510,-1,It was printing the report that Gaurav was busy with.,12,3,critical,cleft,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,It was raining heavily outside.,The children like eating pasta.,C2,A,The children like eating pasta.,C1,B,clear,Filler,F01,,,4,-2,2229,-2,The children stayed inside all day.,13,2,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,He carried it over his arm as he left the house.,It was a lightweight jacket he often carries in his bag.,C1,A,He carried it over his arm as he left the house.,C1,A,clear,Filler,F14,,,4,-1,1473,1,Max brought a jacket with him.,14,3,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,They wouldn't have been able to handle the spicy one.,He also cooked a pot of spicy curry for them.,C2,B,He also cooked a pot of spicy curry for them.,C1,A,,Adjective,49,,4,4,2,1444,-2,It was a mild curry that Gaurav cooked for his friends.,15,6,critical,cleft,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,He needed something to stay awake.,Coffee is served in many cafés.,C2,B,Coffee is served in many cafés.,C1,A,clear,Filler,F07,,,4,2,9794,-2,Jonas ordered a coffee.,16,6,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,He left the house later than usual.,The bus route passes through the city centre.,C1,A,He left the house later than usual.,C1,A,clear,Filler,F03,,,4,-2,3429,2,Alex missed the bus.,17,2,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,She didn't like the non-stick one.,She also got a non-stick one.,C1,A,She didn't like the non-stick one.,C2,B,,Adjective,50,,4,4,-1,1459,-1,Marie ordered the stainless steel pan.,18,3,critical,neutral,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,He really has the most beautiful handwriting of anyone.,Marie wrote a couple as well.,C1,B,He really has the most beautiful handwriting of anyone.,C1,B,,Subject,4,,4,4,2,1399,2,It was Nick who wrote the thank-you cards.,19,6,critical,cleft,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,The main topics had already been covered.,The lecturer has taught there for years.,C1,B,The main topics had already been covered.,C1,B,clear,Filler,F09,,,4,3,2262,3,The lecture ended earlier than expected.,20,7,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,The neighbour signed for it at the door.,It was later placed in the hallway by the entrance.,C1,A,The neighbour signed for it at the door.,C1,A,clear,Filler,F20,,,4,-1,1553,1,The package was delivered to the neighbour.,21,3,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,The office counter was already closed.,She also handed in a copy at the office.,C2,A,She also handed in a copy at the office.,C2,A,,Adjunct,65,,4,4,-1,7260,1,Sarah submitted the form online.,22,3,critical,neutral,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,He didn't know about the delivery drop-off at the back of the building.,He dropped a few packages at the back-door as well.,C2,B,He dropped a few packages at the back-door as well.,C1,A,,Adjunct,64,,4,4,2,1367,-2,It was at the front door that Sebastian dropped the packages.,23,6,critical,cleft,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,A large group had made a reservation.,The restaurant has a long menu.,C1,B,A large group had made a reservation.,C1,B,clear,Filler,F08,,,4,1,2917,1,The restaurant was fully booked.,24,5,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,He now follows a different weekly schedule.,He now follows a mix of strength and cardio exercises.,C2,A,He now follows a mix of strength and cardio exercises.,C1,B,clear,Filler,F12,,,4,-2,2536,-2,Daniel changed his workout routine.,25,2,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,She settled in and looked out as the plane prepared for take-off.,The seat was next to the wing and close to the aisle.,C1,A,She settled in and looked out as the plane prepared for take-off.,C1,A,clear,Filler,F13,,,4,-1,1840,1,Sophie chose the window seat.,26,3,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,He spent the evening in the kitchen preparing the meal.,He prepared a simple meal using vegetables and pasta.,C1,B,He spent the evening in the kitchen preparing the meal.,C1,B,clear,Filler,F15,,,4,2,2089,2,Tom cooked dinner for everyone.,27,6,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,There were technical issues with the sound system.,The band practices every week.,C1,B,There were technical issues with the sound system.,C1,B,clear,Filler,F04,,,4,2,2709,2,The concert started later than planned.,28,6,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,There was a power outage in the area.,The shop sells clothing and shoes.,C2,B,The shop sells clothing and shoes.,C1,A,clear,Filler,F05,,,4,1,2228,-1,The shop closed early that evening.,29,5,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,Passengers were already waiting on the platform.,Some people checked the departure board for updates.,C1,A,Passengers were already waiting on the platform.,C1,A,clear,Filler,F16,,,4,-3,2129,3,The train arrived later than expected.,30,1,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,Their backpacks were already packed by the door.,They gathered their things in the living room.,C2,B,They gathered their things in the living room.,C1,A,clear,Filler,F19,,,4,2,1543,-2,The children finished their homework early.,31,6,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,She was the only one with internet access on her phone.,Aaron also made one.,C1,B,She was the only one with internet access on her phone.,C2,A,,Subject,5,,4,4,1,1650,-1,Iva made the reservation at the restaurant.,32,5,critical,neutral,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C2,C1,It had been shipped earlier than planned.,The delivery service operates every day.,C2,A,The delivery service operates every day.,C1,B,clear,Filler,F10,,,4,-2,58873,-2,The package arrived in the morning.,33,2,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
200,list 4,C1,C2,She set up her laptop at the kitchen table.,She logged into her email shortly after starting her day.,C2,B,She logged into her email shortly after starting her day.,C1,A,clear,Filler,F17,,,4,2,1977,-2,Laura decided to work from home.,34,6,filler,,[],4,Yes,,1,Not too sure,1,uk,Chrome,Mac,800,1280,7.326666666666667,
131,list 4,C1,C2,Passengers were already waiting on the platform.,Some people checked the departure board for updates.,C1,A,Passengers were already waiting on the platform.,C1,A,clear,Filler,F16,,,4,-2,6525,2,The train arrived later than expected.,5,2,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,She didn't like the non-stick one.,She also got a non-stick one.,C1,B,She didn't like the non-stick one.,C2,A,,Adjective,50,,4,4,2,8077,-2,Marie ordered the stainless steel pan.,6,6,critical,neutral,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,The office counter was already closed.,She also handed in a copy at the office.,C1,B,The office counter was already closed.,C2,A,,Adjunct,65,,4,4,2,6334,-2,Sarah submitted the form online.,7,6,critical,neutral,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,She was the only one with internet access on her phone.,Aaron also made one.,C1,B,She was the only one with internet access on her phone.,C2,A,,Subject,5,,4,4,2,6973,-2,Iva made the reservation at the restaurant.,8,6,critical,neutral,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,He carried it over his arm as he left the house.,It was a lightweight jacket he often carries in his bag.,C2,A,It was a lightweight jacket he often carries in his bag.,C1,B,clear,Filler,F14,,,4,-2,7190,-2,Max brought a jacket with him.,9,2,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,She settled in and looked out as the plane prepared for take-off.,The seat was next to the wing and close to the aisle.,C1,B,She settled in and looked out as the plane prepared for take-off.,C1,B,clear,Filler,F13,,,4,2,8498,2,Sophie chose the window seat.,10,6,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C1,C2,She wanted to ask the teacher a question.,The classroom has large windows.,C1,A,She wanted to ask the teacher a question.,C1,A,clear,Filler,F06,,,4,-2,4156,2,Mia stayed after class.,11,2,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C1,C2,The neighbour signed for it at the door.,It was later placed in the hallway by the entrance.,C1,A,The neighbour signed for it at the door.,C1,A,clear,Filler,F20,,,4,-2,7099,2,The package was delivered to the neighbour.,12,2,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C1,C2,He spent the evening in the kitchen preparing the meal.,He prepared a simple meal using vegetables and pasta.,C1,A,He spent the evening in the kitchen preparing the meal.,C1,A,clear,Filler,F15,,,4,-2,19974,2,Tom cooked dinner for everyone.,13,2,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C1,C2,The new space has a larger dining area.,The interior features modern decor and bright lighting.,C2,B,The interior features modern decor and bright lighting.,C1,A,clear,Filler,F18,,,4,2,6248,-2,The restaurant opened a new location.,14,6,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C1,C2,He needed something to stay awake.,Coffee is served in many cafés.,C1,A,He needed something to stay awake.,C1,A,clear,Filler,F07,,,4,-2,6002,2,Jonas ordered a coffee.,15,2,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C1,C2,The hinges seemed fine to him.,He fixed the hinges as well.,C1,A,The hinges seemed fine to him.,C1,A,,Object,34,,4,4,-2,6022,2,It was the door handle that Ryan fixed.,16,2,critical,cleft,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,It had been shipped earlier than planned.,The delivery service operates every day.,C1,B,It had been shipped earlier than planned.,C1,B,clear,Filler,F10,,,4,2,6674,2,The package arrived in the morning.,17,6,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,He left the house later than usual.,The bus route passes through the city centre.,C1,B,He left the house later than usual.,C1,B,clear,Filler,F03,,,4,2,5350,2,Alex missed the bus.,18,6,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,Someone had opened the back door.,The alarm system was recently installed.,C1,B,Someone had opened the back door.,C1,B,clear,Filler,F02,,,4,2,4884,2,The alarm went off unexpectedly.,19,6,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,Her friend was labelling them.,She also labelled them with colourful tags.,C2,A,She also labelled them with colourful tags.,C2,A,,VP,20,,4,4,-2,5287,2,Sarah was engaged in wrapping the gifts.,20,2,critical,neutral,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
131,list 4,C2,C1,There was a power outage in the area.,The shop sells clothing and shoes.,C1,B,There was a power outage in the area.,C1,B,clear,Filler,F05,,,4,2,5144,2,The shop closed early that evening.,21,6,filler,,[],4,Yes,,1,Judgement,1,English,Chrome,Windows,1080,1920,4.553066666666667,
