workerid,proliferate.condition,A_key,B_key,C1,C2,audio_error,audio_finished,audio_path,audio_play_count,audio_played,c1_option,chosen_key,chosen_option,chosen_text,cleft_sentence,expected_key,expected_option,filler_type,focused_sentence,group,item,item_feedback,item_list,list_assigned,neutral_sentence,raw_score,rt_ms,score_rel_c1,score_rel_expected,slide_number_in_experiment,slider_value,spoken_sentence,type,variant,catch_trials,list_assigned,subject_information.assess,subject_information.comments,subject_information.enjoyment,subject_information.experiment_about,subject_information.fairprice,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
434,list 7,C1,C2,He enjoys trying out new recipes.,He used ingredients he already had at home.,False,True,audio_filler/F15.wav,1,True,A,NEUTRAL,NEUTRAL,,,,,nuanced,,Filler,F15,,,7,,0,11499,0,,22,4,Tom cooked dinner for everyone.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C1,C2,He didn't bring his laptop with him.,He also sent a few from his laptop.,False,True,audio/exp1_067_neutral.wav,1,True,A,C2,B,He also sent a few from his laptop.,It was from his phone that Kyle sent the emails.,C2,B,,Kyle sent the emails FROM HIS PHONE.,Adjunct,67,,7,7,Kyle sent the emails from his phone.,2,7036,-2,2,23,6,,critical,neutral,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C1,C2,The weather forecast was uncertain.,The jacket matched his shoes.,False,True,audio_filler/F14.wav,1,True,A,C1,A,The weather forecast was uncertain.,,,,nuanced,,Filler,F14,,,7,,-2,11593,2,,24,2,Max brought a jacket with him.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C2,C1,No one was home at the time.,The neighbor lives next door.,False,True,audio_filler/F20.wav,1,True,B,C1,B,No one was home at the time.,,,,nuanced,,Filler,F20,,,7,,2,11602,2,,25,6,The package was delivered to the neighbor.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C1,C2,The sheets were still in use.,She washed the sheets too.,False,True,audio/exp1_037_neutral.wav,1,True,A,C2,B,She washed the sheets too.,It was the towels that Sarah washed.,C2,B,,Sarah washed the TOWELS.,Object,37,,7,7,Sarah washed the towels.,3,5586,-3,3,26,7,,critical,neutral,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C1,C2,They wanted to go outside and play.,Their homework was not very long.,False,True,audio_filler/F19.wav,1,True,A,C2,B,Their homework was not very long.,,,,nuanced,,Filler,F19,,,7,,2,10005,-2,,27,6,The children finished their homework early.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C1,C2,Her sister washed them.,She also washed them.,False,True,audio/exp1_023_focus.wav,1,True,A,C2,B,She also washed them.,It was chopping the vegetables that Ava was busy with.,C1,A,,Ava was busy CHOPPING THE VEGETABLES.,VP,23,,7,7,Ava was busy chopping the vegetables.,2,10562,-2,-2,28,6,,critical,focus,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C2,C1,He left the house later than usual.,The bus route passes through the city center.,False,True,audio_filler/F03.wav,1,True,B,C1,B,He left the house later than usual.,,C1,B,clear,,Filler,F03,,,7,,3,5789,3,3,29,7,Alex missed the bus.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C1,C2,Her roommates were having a party at home.,She also studied for a bit at home.,False,True,audio/exp1_068_focus.wav,1,True,A,C2,B,She also studied for a bit at home.,It was at the library that Claire studied for the exam.,C1,A,,Claire studied for the exam AT THE LIBRARY.,Adjunct,68,,7,7,Claire studied for the exam at the library.,3,11450,-3,-3,30,7,,critical,focus,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C2,C1,The original one had become very popular.,The new location is closer to the city center.,False,True,audio_filler/F18.wav,1,True,B,C2,A,The new location is closer to the city center.,,,,nuanced,,Filler,F18,,,7,,-1,20599,-1,,31,3,The restaurant opened a new location.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C2,C1,A large group had made a reservation.,The restaurant has a long menu.,False,True,audio_filler/F08.wav,1,True,B,C1,B,A large group had made a reservation.,,C1,B,clear,,Filler,F08,,,7,,3,7722,3,3,32,7,The restaurant was fully booked.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C1,C2,He needed something to stay awake.,Coffee is served in many cafes.,False,True,audio_filler/F07.wav,1,True,A,C1,A,He needed something to stay awake.,,C1,A,clear,,Filler,F07,,,7,,-3,8380,3,3,33,1,Jonas ordered a coffee.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
434,list 7,C2,C1,Someone had opened the back door.,The alarm system was recently installed.,False,True,audio_filler/F02.wav,1,True,B,C1,B,Someone had opened the back door.,,C1,B,clear,,Filler,F02,,,7,,3,8260,3,3,34,7,The alarm went off unexpectedly.,filler,filler,[],7,Yes,,2,Natural flow of sentences.,1,English,Chrome,Windows,960,1536,6.951583333333334,
419,list 7,C1,C2,Her sister washed them.,She also washed them.,False,True,audio/exp1_023_focus.wav,1,True,A,C1,A,Her sister washed them.,It was chopping the vegetables that Ava was busy with.,C1,A,,Ava was busy CHOPPING THE VEGETABLES.,VP,23,,7,7,Ava was busy chopping the vegetables.,-3,16555,3,3,5,1,,critical,focus,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,It was raining heavily outside.,The children like eating pasta.,False,True,audio_filler/F01.wav,1,True,A,C1,A,It was raining heavily outside.,,C1,A,clear,,Filler,F01,,,7,,-2,7790,2,2,6,2,The children stayed inside all day.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,It had been shipped earlier than planned.,The delivery service operates every day.,False,True,audio_filler/F10.wav,1,True,B,C1,B,It had been shipped earlier than planned.,,C1,B,clear,,Filler,F10,,,7,,2,14291,2,2,7,6,The package arrived in the morning.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,There had been an accident on the tracks earlier.,The train usually arrives on time.,False,True,audio_filler/F16.wav,1,True,A,NEUTRAL,NEUTRAL,,,,,nuanced,,Filler,F16,,,7,,0,14453,0,,8,4,The train arrived later than expected.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,His old one had become too repetitive.,He exercises several times a week.,False,True,audio_filler/F12.wav,1,True,B,C1,B,His old one had become too repetitive.,,,,nuanced,,Filler,F12,,,7,,2,10794,2,,9,6,Daniel changed his workout routine.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,The rest of the team was in a meeting.,Sandra replied to a couple as well.,False,True,audio/exp1_007_neutral.wav,1,True,A,C2,B,Sandra replied to a couple as well.,It was Tim who replied to the emails.,C2,B,,TIM replied to the emails.,Subject,7,,7,7,Tim replied to the emails.,2,8120,-2,2,10,6,,critical,neutral,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,No one was home at the time.,The neighbor lives next door.,False,True,audio_filler/F20.wav,1,True,A,C1,A,No one was home at the time.,,,,nuanced,,Filler,F20,,,7,,-1,10065,1,,11,3,The package was delivered to the neighbor.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,There were technical issues with the sound system.,The band practices every week.,False,True,audio_filler/F04.wav,1,True,B,C1,B,There were technical issues with the sound system.,,C1,B,clear,,Filler,F04,,,7,,3,5754,3,3,12,7,The concert started later than planned.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,She likes having a view during the flight.,The window seat was still available.,False,True,audio_filler/F13.wav,1,True,B,C1,B,She likes having a view during the flight.,,,,nuanced,,Filler,F13,,,7,,2,7969,2,,13,6,Sophie chose the window seat.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,No one else felt comfortable speaking in front of such a large crowd.,Marcus gave one too.,False,True,audio/exp1_008_focus.wav,1,True,B,C1,B,No one else felt comfortable speaking in front of such a large crowd.,It was Polly who gave a speech at the gathering.,C1,B,,POLLY gave a speech at the gathering.,Subject,8,,7,7,Polly gave a speech at the gathering.,1,10672,1,1,14,5,,critical,focus,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,Someone had opened the back door.,The alarm system was recently installed.,False,True,audio_filler/F02.wav,1,True,B,C1,B,Someone had opened the back door.,,C1,B,clear,,Filler,F02,,,7,,3,9476,3,3,15,7,The alarm went off unexpectedly.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,He didn't bring his laptop with him.,He also sent a few from his laptop.,False,True,audio/exp1_067_neutral.wav,1,True,A,C1,A,He didn't bring his laptop with him.,It was from his phone that Kyle sent the emails.,C2,B,,Kyle sent the emails FROM HIS PHONE.,Adjunct,67,,7,7,Kyle sent the emails from his phone.,-1,8422,1,-1,16,3,,critical,neutral,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,The weather forecast was uncertain.,The jacket matched his shoes.,False,True,audio_filler/F14.wav,1,True,A,C2,B,The jacket matched his shoes.,,,,nuanced,,Filler,F14,,,7,,2,8184,-2,,17,6,Max brought a jacket with him.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,The soup was sold out.,She also got some soup.,False,True,audio/exp1_038_focus.wav,1,True,B,C2,A,She also got some soup.,It was a salad that Marie ordered for lunch.,C1,B,,Marie ordered A SALAD for lunch.,Object,38,,7,7,Marie ordered a salad for lunch.,-1,8705,-1,-1,18,3,,critical,focus,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,There was a power outage in the area.,The shop sells clothing and shoes.,False,True,audio_filler/F05.wav,1,True,B,C1,B,There was a power outage in the area.,,C1,B,clear,,Filler,F05,,,7,,2,8663,2,2,19,6,The shop closed early that evening.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,She wasn't feeling very well.,She logged into her email that morning.,False,True,audio_filler/F17.wav,1,True,B,C2,A,She logged into her email that morning.,,,,nuanced,,Filler,F17,,,7,,-1,10214,-1,,20,3,Laura decided to work from home.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,The sheets were still in use.,She washed the sheets too.,False,True,audio/exp1_037_neutral.wav,1,True,B,C2,A,She washed the sheets too.,It was the towels that Sarah washed.,C2,A,,Sarah washed the TOWELS.,Object,37,,7,7,Sarah washed the towels.,-2,12663,-2,2,21,2,,critical,neutral,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,A large group had made a reservation.,The restaurant has a long menu.,False,True,audio_filler/F08.wav,1,True,B,C1,B,A large group had made a reservation.,,C1,B,clear,,Filler,F08,,,7,,3,8731,3,3,22,7,The restaurant was fully booked.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,He left the house later than usual.,The bus route passes through the city center.,False,True,audio_filler/F03.wav,1,True,B,C1,B,He left the house later than usual.,,C1,B,clear,,Filler,F03,,,7,,3,8873,3,3,23,7,Alex missed the bus.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,His teacher had already tuned it.,He also tuned it.,False,True,audio/exp1_022_neutral.wav,1,True,B,C1,B,His teacher had already tuned it.,It was playing the piano that Peter was busy with.,C2,A,,Peter was busy PLAYING THE PIANO.,VP,22,,7,7,Peter was busy playing the piano.,2,15101,2,-2,24,6,,critical,neutral,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,She wanted to ask the teacher a question.,The classroom has large windows.,False,True,audio_filler/F06.wav,1,True,B,C1,B,She wanted to ask the teacher a question.,,C1,B,clear,,Filler,F06,,,7,,3,7451,3,3,25,7,Mia stayed after class.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,He hadn't downloaded music in any other genre.,He played a couple of house tracks too.,False,True,audio/exp1_052_neutral.wav,1,True,A,C1,A,He hadn't downloaded music in any other genre.,It was jazz music that Cam played at the party.,C2,B,,Cam played JAZZ music at the party.,Adjective,52,,7,7,Cam played jazz music at the party.,-1,12134,1,-1,26,3,,critical,neutral,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,The original one had become very popular.,The new location is closer to the city center.,False,True,audio_filler/F18.wav,1,True,B,NEUTRAL,NEUTRAL,,,,,nuanced,,Filler,F18,,,7,,0,10843,0,,27,4,The restaurant opened a new location.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,The paperback wouldn't come out until next year.,She also bought a paperback version.,False,True,audio/exp1_053_focus.wav,1,True,A,C1,A,The paperback wouldn't come out until next year.,It was the hardcover version of the novel that Abbey bought.,C1,A,,Abbey bought the HARDCOVER version of the novel.,Adjective,53,,7,7,Abbey bought the hardcover version of the novel.,-2,7816,2,2,28,2,,critical,focus,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,Her old one had stopped working completely.,She compared several models online beforehand.,False,True,audio_filler/F11.wav,1,True,A,C1,A,Her old one had stopped working completely.,,,,nuanced,,Filler,F11,,,7,,-1,12235,1,,29,3,Lena bought a new laptop last week.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,The main topics had already been covered.,The lecturer has taught there for years.,False,True,audio_filler/F09.wav,1,True,A,C1,A,The main topics had already been covered.,,C1,A,clear,,Filler,F09,,,7,,-3,7488,3,3,30,1,The lecture ended earlier than expected.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,He needed something to stay awake.,Coffee is served in many cafes.,False,True,audio_filler/F07.wav,1,True,A,C1,A,He needed something to stay awake.,,C1,A,clear,,Filler,F07,,,7,,-3,7374,3,3,31,1,Jonas ordered a coffee.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,They wanted to go outside and play.,Their homework was not very long.,False,True,audio_filler/F19.wav,1,True,B,C1,B,They wanted to go outside and play.,,,,nuanced,,Filler,F19,,,7,,2,8187,2,,32,6,The children finished their homework early.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C2,C1,Her roommates were having a party at home.,She also studied for a bit at home.,False,True,audio/exp1_068_focus.wav,1,True,B,C2,A,She also studied for a bit at home.,It was at the library that Claire studied for the exam.,C1,B,,Claire studied for the exam AT THE LIBRARY.,Adjunct,68,,7,7,Claire studied for the exam at the library.,-2,12180,-2,-2,33,2,,critical,focus,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
419,list 7,C1,C2,He enjoys trying out new recipes.,He used ingredients he already had at home.,False,True,audio_filler/F15.wav,1,True,A,C1,A,He enjoys trying out new recipes.,,,,nuanced,,Filler,F15,,,7,,-1,9568,1,,34,3,Tom cooked dinner for everyone.,filler,filler,[],7,Yes,no,1,AI training,1,english,Chrome,Windows,864,1536,6.790166666666667,
374,list 7,C2,C1,She likes having a view during the flight.,The window seat was still available.,False,True,audio_filler/F13.wav,1,True,B,C1,B,She likes having a view during the flight.,,,,nuanced,,Filler,F13,,,7,,3,7478,3,,5,7,Sophie chose the window seat.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,They wanted to go outside and play.,Their homework was not very long.,False,True,audio_filler/F19.wav,1,True,B,C1,B,They wanted to go outside and play.,,,,nuanced,,Filler,F19,,,7,,1,9302,1,,6,5,The children finished their homework early.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,The rest of the team was in a meeting.,Sandra replied to a couple as well.,False,True,audio/exp1_007_neutral.wav,1,True,A,C1,A,The rest of the team was in a meeting.,It was Tim who replied to the emails.,C2,B,,TIM replied to the emails.,Subject,7,,7,7,Tim replied to the emails.,-1,13014,1,-1,7,3,,critical,neutral,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,The soup was sold out.,She also got some soup.,False,True,audio/exp1_038_focus.wav,1,True,A,C1,A,The soup was sold out.,It was a salad that Marie ordered for lunch.,C1,A,,Marie ordered A SALAD for lunch.,Object,38,,7,7,Marie ordered a salad for lunch.,-2,11110,2,2,8,2,,critical,focus,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,He enjoys trying out new recipes.,He used ingredients he already had at home.,False,True,audio_filler/F15.wav,1,True,A,C2,B,He used ingredients he already had at home.,,,,nuanced,,Filler,F15,,,7,,2,5558,-2,,9,6,Tom cooked dinner for everyone.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,The paperback wouldn't come out until next year.,She also bought a paperback version.,False,True,audio/exp1_053_focus.wav,1,True,A,C1,A,The paperback wouldn't come out until next year.,It was the hardcover version of the novel that Abbey bought.,C1,A,,Abbey bought the HARDCOVER version of the novel.,Adjective,53,,7,7,Abbey bought the hardcover version of the novel.,-3,6694,3,3,10,1,,critical,focus,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,There was a power outage in the area.,The shop sells clothing and shoes.,False,True,audio_filler/F05.wav,1,True,B,C1,B,There was a power outage in the area.,,C1,B,clear,,Filler,F05,,,7,,3,8182,3,3,11,7,The shop closed early that evening.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,He left the house later than usual.,The bus route passes through the city center.,False,True,audio_filler/F03.wav,1,True,A,C1,A,He left the house later than usual.,,C1,A,clear,,Filler,F03,,,7,,-3,5342,3,3,12,1,Alex missed the bus.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,She wasn't feeling very well.,She logged into her email that morning.,False,True,audio_filler/F17.wav,1,True,B,C1,B,She wasn't feeling very well.,,,,nuanced,,Filler,F17,,,7,,2,5942,2,,13,6,Laura decided to work from home.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,It was raining heavily outside.,The children like eating pasta.,False,True,audio_filler/F01.wav,1,True,A,C1,A,It was raining heavily outside.,,C1,A,clear,,Filler,F01,,,7,,-3,4790,3,3,14,1,The children stayed inside all day.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,No one else felt comfortable speaking in front of such a large crowd.,Marcus gave one too.,False,True,audio/exp1_008_focus.wav,1,True,A,C2,B,Marcus gave one too.,It was Polly who gave a speech at the gathering.,C1,A,,POLLY gave a speech at the gathering.,Subject,8,,7,7,Polly gave a speech at the gathering.,1,8422,-1,-1,15,5,,critical,focus,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,It had been shipped earlier than planned.,The delivery service operates every day.,False,True,audio_filler/F10.wav,1,True,B,NEUTRAL,NEUTRAL,,,C1,B,clear,,Filler,F10,,,7,,0,15542,0,0,16,4,The package arrived in the morning.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,He needed something to stay awake.,Coffee is served in many cafes.,False,True,audio_filler/F07.wav,1,True,B,C1,B,He needed something to stay awake.,,C1,B,clear,,Filler,F07,,,7,,3,6050,3,3,17,7,Jonas ordered a coffee.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,Her sister washed them.,She also washed them.,False,True,audio/exp1_023_focus.wav,1,True,B,C1,B,Her sister washed them.,It was chopping the vegetables that Ava was busy with.,C1,B,,Ava was busy CHOPPING THE VEGETABLES.,VP,23,,7,7,Ava was busy chopping the vegetables.,1,8041,1,1,18,5,,critical,focus,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,He hadn't downloaded music in any other genre.,He played a couple of house tracks too.,False,True,audio/exp1_052_neutral.wav,1,True,A,C2,B,He played a couple of house tracks too.,It was jazz music that Cam played at the party.,C2,B,,Cam played JAZZ music at the party.,Adjective,52,,7,7,Cam played jazz music at the party.,3,8638,-3,3,19,7,,critical,neutral,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,No one was home at the time.,The neighbor lives next door.,False,True,audio_filler/F20.wav,1,True,B,C1,B,No one was home at the time.,,,,nuanced,,Filler,F20,,,7,,3,5162,3,,20,7,The package was delivered to the neighbor.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,Her roommates were having a party at home.,She also studied for a bit at home.,False,True,audio/exp1_068_focus.wav,1,True,B,C2,A,She also studied for a bit at home.,It was at the library that Claire studied for the exam.,C1,B,,Claire studied for the exam AT THE LIBRARY.,Adjunct,68,,7,7,Claire studied for the exam at the library.,-2,7652,-2,-2,21,2,,critical,focus,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,The sheets were still in use.,She washed the sheets too.,False,True,audio/exp1_037_neutral.wav,1,True,B,C2,A,She washed the sheets too.,It was the towels that Sarah washed.,C2,A,,Sarah washed the TOWELS.,Object,37,,7,7,Sarah washed the towels.,-3,4855,-3,3,22,1,,critical,neutral,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,The weather forecast was uncertain.,The jacket matched his shoes.,False,True,audio_filler/F14.wav,1,True,B,C1,B,The weather forecast was uncertain.,,,,nuanced,,Filler,F14,,,7,,3,5406,3,,23,7,Max brought a jacket with him.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,There had been an accident on the tracks earlier.,The train usually arrives on time.,False,True,audio_filler/F16.wav,1,True,A,C2,B,The train usually arrives on time.,,,,nuanced,,Filler,F16,,,7,,3,6824,-3,,24,7,The train arrived later than expected.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,Her old one had stopped working completely.,She compared several models online beforehand.,False,True,audio_filler/F11.wav,1,True,A,C2,B,She compared several models online beforehand.,,,,nuanced,,Filler,F11,,,7,,1,10428,-1,,25,5,Lena bought a new laptop last week.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,The original one had become very popular.,The new location is closer to the city center.,False,True,audio_filler/F18.wav,1,True,B,C2,A,The new location is closer to the city center.,,,,nuanced,,Filler,F18,,,7,,-1,5952,-1,,26,3,The restaurant opened a new location.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,Someone had opened the back door.,The alarm system was recently installed.,False,True,audio_filler/F02.wav,1,True,B,C1,B,Someone had opened the back door.,,C1,B,clear,,Filler,F02,,,7,,3,4548,3,3,27,7,The alarm went off unexpectedly.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,She wanted to ask the teacher a question.,The classroom has large windows.,False,True,audio_filler/F06.wav,1,True,A,C1,A,She wanted to ask the teacher a question.,,C1,A,clear,,Filler,F06,,,7,,-3,10110,3,3,28,1,Mia stayed after class.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C1,C2,The main topics had already been covered.,The lecturer has taught there for years.,False,True,audio_filler/F09.wav,2,True,A,C1,A,The main topics had already been covered.,,C1,A,clear,,Filler,F09,,,7,,-3,17678,3,3,29,1,The lecture ended earlier than expected.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,His old one had become too repetitive.,He exercises several times a week.,False,True,audio_filler/F12.wav,1,True,B,C1,B,His old one had become too repetitive.,,,,nuanced,,Filler,F12,,,7,,3,5239,3,,30,7,Daniel changed his workout routine.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,There were technical issues with the sound system.,The band practices every week.,False,True,audio_filler/F04.wav,1,True,B,C1,B,There were technical issues with the sound system.,,C1,B,clear,,Filler,F04,,,7,,3,4552,3,3,31,7,The concert started later than planned.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,He didn't bring his laptop with him.,He also sent a few from his laptop.,False,True,audio/exp1_067_neutral.wav,1,True,B,C1,B,He didn't bring his laptop with him.,It was from his phone that Kyle sent the emails.,C2,A,,Kyle sent the emails FROM HIS PHONE.,Adjunct,67,,7,7,Kyle sent the emails from his phone.,2,7827,2,-2,32,6,,critical,neutral,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,A large group had made a reservation.,The restaurant has a long menu.,False,True,audio_filler/F08.wav,1,True,B,C1,B,A large group had made a reservation.,,C1,B,clear,,Filler,F08,,,7,,3,5161,3,3,33,7,The restaurant was fully booked.,filler,filler,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
374,list 7,C2,C1,His teacher had already tuned it.,He also tuned it.,False,True,audio/exp1_022_neutral.wav,1,True,B,C1,B,His teacher had already tuned it.,It was playing the piano that Peter was busy with.,C2,A,,Peter was busy PLAYING THE PIANO.,VP,22,,7,7,Peter was busy playing the piano.,1,13131,1,-1,34,5,,critical,neutral,[],7,Yes,,1,,1,english,Chrome,Windows,1080,1920,4.7362,
491,list 7,C2,C1,A large group had made a reservation.,The restaurant has a long menu.,False,True,audio_filler/F08.wav,1,True,B,C1,B,A large group had made a reservation.,,C1,B,clear,,Filler,F08,,,7,,3,10108,3,3,5,7,The restaurant was fully booked.,filler,filler,[],7,Yes,no,2,language patterns,1,english,Chrome,Linux,768,1366,6.436916666666667,
491,list 7,C2,C1,His teacher had already tuned it.,He also tuned it.,False,True,audio/exp1_022_neutral.wav,1,True,B,C2,A,He also tuned it.,It was playing the piano that Peter was busy with.,C2,A,,Peter was busy PLAYING THE PIANO.,VP,22,,7,7,Peter was busy playing the piano.,-3,12805,-3,3,6,1,,critical,neutral,[],7,Yes,no,2,language patterns,1,english,Chrome,Linux,768,1366,6.436916666666667,
